parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_500m
581126201,2023-11-15,50000,3,2,1845,1961,19115,1,3,3,356,2726355.90842673,290862.16098163,4
332312800,2023-07-31,185000,3,1,1440,1925,19124,1,4,4,191,2709355.06906889,257213.8667298,108
542316400,2024-09-16,101000,3,1,1188,1950,19149,1,4,4,313,2718833.23712039,269580.99652305,95
181172700,2024-06-30,399000,4,1,2292,1925,19125,1,4,4,158,2703162.13493247,244340.86327638,46
192214700,2024-07-09,47000,3,1,1060,1920,19133,1,4,4,176,2699815.54385665,251624.66202897,277
888582007,2024-07-14,197400,2,2,1074,1988,19116,1,4,4,365,2732132.93755506,301040.55597913,6
402020800,2024-12-18,29100,3,1,846,1920,19143,1,4,4,391,2678026.37614898,227304.77202055,69
405795966,2024-12-14,230000,3,1,1360,1965,19153,1,4,4,55,2669250.50492123,216857.09016004,20
112280100,2024-12-03,50000,3,1,972,1940,19140,1,5,3,202,2693408.6226154,254859.58698955,143
452233600,2024-09-30,90000,3,1,1016,1888,19134,1,4,2,382,2709972.01796623,252350.92074704,81
32157500,2024-07-26,114250,3,1,1062,1925,19143,1,4,3,82,2672104.02939789,235150.20449238,101
401190400,2024-09-05,130000,3,1,1200,1920,19142,1,4,3,66,2673896.73053689,226287.62116772,214
273050800,2023-10-02,15000,3,1,1392,1940,19143,1,6,5,74,2679394.68377981,232168.32594171,67
222154700,2024-07-07,410000,4,2,1760,1915,19119,1,4,3,255,2686027.01073822,275865.03677647,19
172503215,2024-12-13,70000,2,1,830,1920,19138,1,3,4,279,2694340.66504264,270947.83302821,70
131311110,2024-12-03,30000,3,1,1224,1925,19140,1,4,4,205,2695229.91227989,259852.95265897,102
131182700,2024-10-15,230000,4,2,1442,1930,19140,1,4,2,201,2695525.68990356,258088.48145038,108
363133400,2024-05-05,78000,3,1,984,1925,19145,1,7,7,31,2689801.61080056,227898.78723672,94
102437700,2024-10-07,83000,3,1,1116,1925,19138,1,4,4,265,2695799.25234856,274487.28461072,82
663409800,2024-07-02,228000,3,1,1224,1955,19154,1,4,4,363,2747487.47344698,289062.7361028,18
311245200,2024-01-16,210000,2,2,984,1875,19125,1,4,2,160,2703130.03197831,246067.44414079,58
132273400,2024-12-13,218000,3,1,1170,1930,19140,1,4,4,203,2696499.29917681,259558.54970446,191
212004400,2024-12-11,230000,2,1,896,1955,19128,1,4,4,210,2679775.72796524,261046.2468603,31
463256600,2024-11-05,79600,3,1,972,1925,19143,1,4,4,81,2672666.22348347,234011.15591747,90
344238600,2024-12-03,215000,3,1,1480,1925,19151,1,4,4,101,2669887.6617834,243490.37252329,59
252104500,2024-10-31,20000,3,1,1080,1920,19134,1,5,4,178,2706188.22828972,249908.03619713,160
364184800,2024-12-02,150000,3,1,1216,1925,19145,1,5,4,32,2687440.4042369,227926.24649939,93
53126430,2024-10-29,770000,3,2,1302,1965,19147,1,3,3,11,2694547.85622931,233267.34474105,73
232365200,2024-11-13,10000,2,1,930,1935,19124,1,4,4,299,2716306.65785597,258333.00228679,68
662589100,2024-05-30,14000,3,1,1296,1973,19154,1,3,3,362,2745937.4604709,285630.61763896,22
502095000,2024-12-30,115000,3,2,1356,1950,19150,1,4,4,262,2691351.16019489,278523.54163004,45
71320800,2024-12-06,24000,3,1,968,1935,19134,1,4,4,176,2702469.33841781,251150.62787205,147
888570552,2024-11-01,256300,2,2,1602,1997,19114,1,4,4,346,2729585.7766389,281508.70232639,15
344241100,2024-12-05,340000,6,2,2427,1925,19151,1,4,4,114,2669684.1976234,244127.95228489,73
161235600,2024-08-27,20000,3,1,1036,1915,19132,1,5,4,167,2693724.1475749,250129.22505921,220
402243900,2024-11-22,152500,3,1,1088,1925,19143,1,4,4,67,2677748.4177154,226680.18599938,59
592187700,2024-03-05,140000,4,1,1840,1905,19144,1,5,4,252,2688599.76740372,268747.32299355,56
371172200,2024-11-26,25400,3,1,808,1920,19133,1,4,4,165,2697212.32235706,250138.06231189,104
404278400,2024-10-09,77000,3,1,960,1920,19142,1,4,4,60,2672914.21642581,221763.24701439,75
131073900,2024-08-27,25900,3,1,1056,1910,19140,1,6,6,202,2693773.24622998,257663.24345571,90
252100200,2024-08-06,20500,3,1,1192,1920,19134,1,4,4,178,2705677.02196306,250639.42285772,117
131237500,2024-10-09,18500,3,1,1170,1930,19140,1,6,4,201,2694727.63113223,256760.81284589,181
406567902,2024-07-17,111600,3,1,1360,1925,19142,1,4,4,61,2676219.6825839,223335.80358055,81
513280000,2024-12-19,210000,3,2,1160,1925,19143,1,3,2,71,2675410.89712797,231514.80625138,90
71453700,2024-09-24,14500,3,1,1016,1920,19134,1,5,5,177,2704321.07454373,252085.34680313,154
421479300,2024-11-03,40000,3,1,1350,1942,19120,1,5,4,289,2706183.1817119,263140.42311813,135
43108100,2024-11-01,220000,3,2,1236,1920,19131,1,3,2,112,2673332.75102182,242364.83179538,125
42037500,2024-08-22,32500,4,1,1520,1920,19139,1,4,4,95,2672587.31156781,239538.70883872,156
482282800,2024-11-13,37100,3,1,896,1920,19145,1,7,4,37,2687848.11569181,227141.65981397,93
321185600,2024-11-20,360000,10,3,5130,1915,19121,1,4,6,153,2692940.93096548,248358.93922971,223
521247100,2024-11-19,495000,4,3,3794,1925,19131,1,4,4,121,2677287.46096015,250387.73963405,17
365124300,2024-03-06,400000,3,1,1336,1925,19145,1,3,3,30,2691526.65492265,228086.20812172,66
612104000,2024-08-01,42200,3,1,1092,1928,19120,1,4,4,274,2703880.3178793,268519.76078463,85
371229600,2024-12-19,75000,3,1,1537,1920,19133,1,3,3,166,2696236.83152589,248683.0983583,131
252416100,2024-11-21,57500,2,1,696,1910,19134,1,4,4,179,2707891.4755394,249927.54534447,77
111320000,2024-12-13,50000,4,1,1544,1915,19132,1,7,6,172,2692191.14571965,254160.63924046,174
663109600,2024-06-06,271656,3,1,1360,1962,19154,1,4,4,363,2746041.92876589,292139.51374188,28
282325100,2024-08-27,30500,3,1,1008,1915,19132,1,3,4,169,2688429.98296639,250447.59679779,121
513043200,2023-12-01,30000,3,1,1170,1925,19143,1,4,4,72,2673222.19415632,232524.83080614,90
403059400,2024-06-04,30000,3,1,1008,1920,19142,1,4,4,63,2673247.79187414,224781.10088679,213
532371600,2024-11-26,339900,3,2,2150,1950,19111,1,4,4,308,2714240.95135748,272414.0705813,38
521334400,2024-11-06,275000,6,4,3068,1925,19131,1,4,4,120,2674180.75063814,250271.45508972,17
102501600,2024-12-12,309000,3,2,930,1925,19138,1,3,2,265,2695358.36707547,275368.52398996,53
232519700,2024-11-07,305000,6,2,1728,1920,19124,1,4,3,294,2714835.60764848,259232.41256146,109
431045900,2024-10-21,165000,3,3,2208,1935,19140,1,4,4,200,2696905.45223589,254671.99714163,117
112040700,2024-05-17,28600,3,1,1218,1933,19140,1,4,4,202,2692671.77697623,255413.01239188,91
62377600,2024-11-27,119900,3,1,888,1925,19139,1,4,4,105,2679210.62706131,241734.38948672,106
21246100,2024-11-07,395000,4,3,2332,1915,19147,1,4,2,23,2694715.39624856,229697.45621155,68
406137800,2024-11-01,230000,3,1,960,1920,19142,1,4,4,61,2674104.57362515,221882.43148729,80
433111900,2024-10-09,179000,3,2,1200,1940,19140,1,4,2,197,2699445.67451765,258639.42719889001,245
521343300,2024-09-04,138000,3,2,1088,1920,19131,1,4,4,119,2674940.14642906,247027.25685371,70
57150700,2024-12-20,40000,3,1,1531,1920,19123,1,4,4,142,2698148.16398931,242010.93388113,81
324064000,2024-03-17,295000,4,2,1744,1915,19121,1,4,3,149,2686637.82349297,247090.36630754,91
133137000,2024-10-14,217000,3,1,1208,1930,19144,1,4,4,243,2692131.42864747,260798.14729089,66
402254900,2024-08-21,38900,3,1,1248,1925,19142,1,4,4,67,2677282.98459114,225761.34334888,127
161042800,2024-12-27,260000,4,4,1188,1915,19132,1,4,2,167,2694619.60936664,248899.70980172,161
314045800,2024-02-05,300000,3,1,1200,1875,19125,1,3,3,161,2703166.56405748,248745.17205305,96
352038800,2024-10-17,250000,3,2,1230,1925,19120,1,4,2,305,2709943.16500556,269354.66790746,72
382174200,2024-11-30,56312,3,1,1480,1943,19132,1,4,4,170,2687967.27851123,254860.17885189,55
371353000,2024-12-19,40000,3,1,984,1925,19133,1,4,4,165,2696987.42320056,249293.0991068,58
651285900,2024-01-24,175000,2,1,975,1920,19135,1,4,4,326,2728133.97311206,264419.25750272,63
232185500,2024-01-24,60500,2,1,1038,1935,19124,1,3,3,300,2715917.61959206,260694.15077971,162
394070120,2023-02-03,273000,2,1,900,1940,19148,1,4,3,40,2693122.33545831,225160.4800493,65
232099900,2024-11-29,136000,3,1,1272,1935,19124,1,4,4,300,2715123.68876523,259289.0515558,72
281426000,2024-12-03,50000,3,1,952,1915,19132,1,4,4,172,2690059.96494265,252574.40914522,190
411301105,2024-12-05,260000,4,2,1920,1935,19135,1,4,4,325,2725285.85741723,263221.57977997,106
501347200,2024-11-25,200000,3,1,1284,1929,19138,1,4,4,263,2694706.23813039,279086.36694796,61
172491500,2024-12-20,105000,3,1,1056,1925,19138,1,4,3,277,2694442.92139982,272557.58538613,85
411091200,2024-10-24,250000,3,2,1320,1920,19135,1,4,2,321,2720797.01173614,260850.02054672,69
433288200,2024-12-30,22500,3,1,960,1925,19140,1,4,4,197,2700170.26197922,260705.81217371,92
412239700,2024-12-26,242500,3,1,1376,1950,19135,1,4,4,326,2726535.0917954,267058.53962572,77
551110500,2024-12-02,166000,3,1,1312,1950,19149,1,4,4,316,2722000.25178373,266538.15385547,51
395196800,2024-12-31,165000,3,2,1320,1920,19148,1,4,4,372,2694810.29763356,222044.88293405,74
888000149,2024-12-30,2800000,3,3,2163,2022,19130,1,1,1,125,2690583.50031289,239652.61970013,165
481236200,2024-11-01,265000,3,1,1120,1920,19145,1,4,3,39,2690574.03346831,226325.57155113,100
314193000,2024-12-23,237000,2,1,1312,1875,19125,1,4,4,161,2703861.63222115,249321.53343314,110
361156100,2024-11-26,180000,3,1,970,1923,19146,1,5,5,21,2690639.93031815,230463.47895771,74
332290200,2024-10-08,195000,2,1,1070,1925,19124,1,4,4,191,2709329.48184973,258318.69916581,42
552283100,2024-12-18,90000,3,1,1138,1945,19135,1,4,4,319,2721433.61216898,262945.16005722,54
522110900,2024-12-31,30000,4,1,1528,1925,19131,1,6,5,118,2672343.69722565,248376.86471879,71
888051660,2024-12-17,675000,1,1,803,1963,19106,1,4,4,10,2698848.08483356,233823.65858905,40
122230200,2024-11-25,220000,4,1,1802,1915,19138,1,4,4,247,2692718.6574599,269726.89222863,146
491183500,2023-05-18,70000,3,1,1200,1935,19120,1,4,4,285,2700940.19383831,263800.17015822,85
888380147,2024-12-30,370000,3,2,1977,2011,19129,1,3,3,207,2683075.18888597,257516.98554613,30
281264400,2024-12-06,180000,4,1,1626,1915,19132,1,4,4,169,2690793.5924124,250769.00232297,85
353142100,2024-11-27,320000,3,1,1334,1951,19111,1,4,4,307,2713946.74065982,272858.15565114,39
102047700,2024-12-31,180000,3,1,1152,1920,19138,1,4,4,267,2695615.01715273,273945.01732256,64
381226600,2024-10-10,114900,2,1,726,1925,19132,1,4,4,171,2689940.78046973,254624.84598921,110
101285800,2024-11-15,198000,3,1,1344,1925,19138,1,4,4,266,2696456.75070548,276492.53945847,67
431009700,2024-11-13,42500,3,1,1254,1940,19132,1,5,4,200,2696160.95011598,253386.41605139,90
162105500,2024-11-08,60000,3,1,908,1915,19132,1,4,4,168,2692903.20958422,249780.16374947,152
162197700,2024-10-15,178000,4,1,1462,1915,19132,1,4,2,168,2691792.68424623,249533.56155238,119
53084375,2024-11-27,637500,3,2,1677,1970,19147,1,4,3,11,2693806.65101881,232992.54410955,88
888580943,2024-12-31,80000,1,1,672,1979,19115,1,4,4,356,2729772.84647472,290545.07729821,5
122165800,2024-12-23,112500,2,1,904,1920,19144,1,4,4,247,2690817.37812598,267982.41540264,79
291136100,2024-12-27,55000,3,1,858,1925,19121,1,4,5,138,2689778.73256548,245044.53116038,96
341102600,2024-12-04,179000,3,1,1314,1925,19139,1,4,2,96,2671617.74526548,239484.74405164,125
291343000,2024-11-25,170000,4,1,1662,1925,19121,1,4,4,138,2689418.63289198,245592.0120208,106
501404000,2024-12-05,205000,3,1,1408,1929,19138,1,4,4,263,2694536.21320798,278766.61955597,74
331380300,2024-12-12,180000,3,1,1064,1920,19134,1,4,2,192,2707755.24680923,253559.03742529,269
322186300,2024-11-13,42000,3,1,1088,1915,19121,1,4,4,151,2689876.04273832,248334.35692979,81
131195800,2024-11-13,85000,4,2,1556,1940,19140,1,4,2,201,2695278.17301014,257827.58499055,152
551467000,2024-12-16,235000,3,1,1088,1945,19149,1,4,4,315,2726220.87490414,267702.03177705,94
232250700,2024-12-20,120000,1,1,870,1925,19124,1,3,3,294,2714352.83171114,257593.73539263,57
393420000,2024-12-31,250000,3,1,1070,1925,19148,1,4,3,41,2694275.9102509,223778.07763039,84
71215100,2024-12-31,78000,3,1,1046,1935,19134,1,4,4,176,2703409.69611715,251357.71899331,114
162056800,2024-12-31,85000,3,1,1044,1915,19132,1,4,4,167,2693122.42272848,249024.02254522,238
151223600,2024-12-20,290000,3,1,1128,1920,19130,1,3,2,136,2689638.50810839,242663.6163028,57
344422100,2024-11-20,106000,3,1,1024,1955,19151,1,4,4,115,2667553.50798714,244190.18936513,40
888001365,2024-12-17,875000,2,2,1095,2023,19118,1,1,1,387,2679958.53993556,281330.44284038,32
91253410,2024-12-30,1350000,5,3,3260,1925,19118,1,2,2,387,2681330.34624706,282375.09363821,1
492005400,2024-12-19,271000,3,2,1322,1940,19141,1,4,3,284,2699894.15393564,264501.29998955,85
73180100,2024-12-20,66950,3,1,864,1935,19134,1,4,4,192,2705429.8584154,254208.42162521,158
572138134,2024-12-27,340000,3,2,1368,1958,19114,1,4,3,348,2736206.13938239,275602.21249896,10
463066500,2024-12-30,60000,3,1,1110,1925,19143,1,4,2,81,2673788.24158065,234926.97462389,116
43001200,2024-12-30,206000,4,1,1728,1920,19131,1,4,3,102,2673986.27235256,241267.79888447,106
406101200,2024-11-15,82500,3,1,960,1920,19142,1,4,4,62,2673979.54237914,223334.66545947,122
402128600,2024-12-20,87000,3,1,938,1925,19142,1,4,4,67,2675962.86912115,225076.94445522,152
261306200,2024-12-27,180000,3,1,1040,1920,19145,1,4,4,39,2690722.91702881,224062.49700905,61
651167600,2024-12-26,230000,3,1,1234,1945,19136,1,4,4,329,2729540.00638923,268912.88040522,324
552200000,2024-12-02,179000,4,1,1512,1925,19135,1,4,4,326,2726135.85374872,266676.77759397,58
32126700,2024-12-20,220000,3,2,990,1925,19143,1,4,2,83,2672074.93332748,235667.6873813,95
604196200,2024-12-20,110000,3,1,1232,1925,19143,1,3,3,83,2672068.92349698,236055.55241922,107
32012900,2024-12-12,110000,3,1,1320,1925,19143,1,4,4,83,2671263.99498872,236896.04056764,141
12162600,2024-12-30,365000,3,1,1291,1915,19148,1,4,4,28,2695795.14277673,226333.9166788,93
344127100,2024-12-31,345000,7,2,2920,1925,19151,1,4,4,375,2668771.34019715,246930.29215263,4
23060312,2024-12-12,1400000,4,3,2407,2014,19147,1,3,3,16,2697879.00901581,231603.36676981,64
393444500,2024-11-26,63000,3,1,940,1925,19148,1,4,4,41,2694142.08998048,224027.39537321,89
511095900,2024-12-27,120000,3,1,1120,1920,19143,1,4,4,72,2675359.8063509,233058.11353222,81
461073600,2024-12-23,715000,5,2,2916,1925,19143,1,4,4,79,2678127.39464773,234707.86876288,51
72250100,2024-12-14,108000,3,1,1008,1935,19140,1,4,4,383,2701107.62165307,260230.98700789,90
582362500,2024-12-18,387000,4,2,1365,1928,19116,1,4,4,359,2734568.09049314,298504.89733654,6
202053301,2024-12-14,255000,3,2,1402,1960,19122,1,4,2,377,2698100.07058156,247979.58237688,213
888092870,2024-12-12,360000,1,1,719,1900,19103,1,3,3,8,2691632.17242815,234933.68524039,362
232138500,2024-12-27,45000,3,1,960,1925,19124,1,5,4,299,2716844.60527089,258376.05764689,74
401188600,2024-12-27,120000,3,1,960,1920,19142,1,4,4,66,2673607.14089298,226489.0659748,129
252044500,2024-12-19,80000,2,1,870,1920,19134,1,4,4,178,2705049.7702648,250516.1576843,606
131089400,2024-12-27,140000,3,1,1376,1930,19140,1,4,2,202,2694348.82611556,257872.17742105,83
888560235,2024-12-27,290000,2,2,1518,1980,19115,1,4,4,345,2726556.63866831,285134.09960313,19
888154398,2024-12-27,425000,3,3,1594,2015,19130,1,3,3,133,2693610.78822157,242237.83303364,132
888560643,2024-12-05,246000,2,2,1107,1980,19115,1,4,4,345,2725176.61846247,284745.75293888,12
301077800,2024-12-14,345000,2,1,990,2005,19146,1,4,4,14,2692601.69247073,232458.96184339,56
181058700,2024-12-11,598500,3,2,1531,1915,19125,1,3,3,158,2701807.16290489,243493.15926313,82
583081700,2024-11-26,309000,3,1,1224,1965,19116,1,4,4,365,2739354.0740314,299730.27907214,10
888054957,2024-12-30,790000,3,2,1630,1971,19106,1,3,4,10,2698989.48120432,233215.13355938,32
582283700,2024-12-13,420000,3,2,1732,1969,19116,1,4,3,358,2728349.12852165,298505.46492071,10
888650361,2024-12-13,260000,2,2,1381,1971,19114,1,4,4,351,2742292.89394115,273052.40034138,5
22073200,2024-01-02,562500,3,1,1414,1992,19147,1,4,4,17,2697983.09607798,230683.0772718,55
251252800,2024-12-24,419000,3,1,1448,1965,19134,1,4,3,180,2707654.44484548,246739.26891263,32
453017500,2024-12-15,249700,3,1,960,1920,19137,1,4,3,183,2717054.14651848,252644.58617021,44
661203500,2024-12-27,355500,3,1,1260,1961,19114,1,4,2,353,2740990.72922264,280462.53512739,34
521423000,2024-12-19,325000,3,2,1415,1959,19131,1,4,3,122,2681644.47882089,253988.5956213,33
56001200,2024-12-30,1200000,4,3,2700,1920,19106,1,4,4,1,2698124.46324931,237702.68101472,63
212011700,2024-11-15,375000,5,1,2064,1920,19128,1,4,4,210,2679408.91964373,261643.3381858,27
243044300,2024-12-31,145000,2,1,930,1920,19104,1,4,3,108,2683791.25339873,241163.75250463,79
193071200,2024-12-27,110000,3,1,1008,1920,19140,1,4,4,195,2701050.3632374,254664.33508347,148
392108400,2024-12-18,230000,3,1,1200,1920,19148,1,4,4,42,2696925.26453222,224820.56078163,70
406133500,2024-12-27,120000,3,1,960,1920,19142,1,4,4,62,2673962.15133782,222106.91266564,124
632278100,2024-12-27,340000,3,1,1080,1956,19115,1,4,4,344,2723583.10294873,287111.48442788,5
331167100,2024-12-27,120000,3,1,1410,1920,19134,1,4,4,192,2706830.27654631,253850.83080496,143
641020200,2024-07-31,380000,3,2,1230,1960,19152,1,2,2,333,2724924.44016106,273865.31111713,20
561251000,2024-12-21,292000,3,1,1188,1957,19152,1,4,3,334,2724472.16285039,274948.31124772,408
214255092,2024-12-16,640000,3,2,2187,1979,19128,1,4,4,218,2673380.99370748,276289.83185863,20
393294300,2024-12-13,115000,3,1,1240,1929,19148,1,4,4,41,2694146.28616631,225529.7627753,150
652418205,2024-12-27,380000,3,2,1700,1974,19114,1,4,4,351,2740488.74859931,271601.98460706,23
71129600,2024-09-18,50000,3,1,920,1935,19133,1,4,4,176,2701741.72865257,252069.92852688,97
314080600,2024-12-17,369000,3,1,1164,1875,19125,1,4,3,160,2705112.25996923,246407.20986547,62
282191500,2024-12-18,93000,6,2,2072,1915,19132,1,4,4,169,2687211.12385556,250881.01751888,131
261301000,2024-12-27,250000,3,1,1080,1920,19145,1,4,4,39,2690878.94033881,225242.18592264,55
888081122,2024-12-09,875000,3,2,1483,1970,19103,1,4,4,8,2690736.51608297,234838.8130548,109
888560201,2024-12-16,85000,2,2,1107,1980,19115,1,4,4,345,2726804.90457597,285335.44106397,36
631013202,2024-12-20,400000,3,1,1512,1953,19111,1,4,3,341,2713461.82463489,282099.44261472,15
393276900,2024-12-27,360000,2,2,1116,1920,19148,1,3,2,41,2694811.27105682,226073.5136563,84
191033200,2024-12-27,435000,4,2,1846,2024,19133,1,1,1,162,2701564.62270756,247880.65048814,123
243012700,2024-12-27,115000,3,1,1184,1925,19104,1,4,4,108,2683589.47427472,240741.57979254,95
422177500,2024-12-31,179900,3,2,1350,1930,19120,1,4,4,286,2701866.23463714,263799.99463363,88
651175000,2024-12-27,243000,3,1,1234,1945,19136,1,4,4,329,2729661.2863304,269005.20043054,317
452405300,2024-12-27,90000,3,2,1668,1915,19134,1,4,4,188,2709210.5260509,254120.60355937,145
42257400,2024-12-19,120000,3,1,1050,1920,19139,1,4,4,95,2672286.76886182,241019.20948663,149
452339400,2024-12-24,125000,3,1,1004,1910,19134,1,4,4,188,2709292.40285565,253029.65200113,121
131243200,2024-12-09,61690,4,1,1600,1930,19140,1,4,4,201,2694595.97161865,256790.94270688,165
162105300,2024-12-30,135000,2,1,868,1915,19132,1,4,2,168,2692899.26799107,249752.08867438,142
422109100,2024-12-23,200000,3,1,1328,1930,19120,1,4,4,286,2702159.57985097,262873.45482005,70
371236300,2024-12-23,85000,4,1,1164,1915,19133,1,4,4,165,2696485.96849482,250405.27667247,174
422128500,2024-12-30,160000,3,1,1120,1930,19120,1,4,4,286,2702280.9099889,263223.06337281,77
351402200,2024-12-30,187500,2,2,1276,1925,19124,1,4,4,390,2713781.46999298,265641.17139746,100
122289800,2024-12-30,72115,3,1,1056,1900,19138,1,4,4,249,2693585.56025365,271125.09448472,122
604131800,2024-11-14,111000,3,1,822,1925,19143,1,4,4,81,2673477.07488014,235944.57298239,107
351214000,2024-12-03,130000,3,1,1128,1925,19120,1,4,4,305,2709486.13639206,268752.60185438,63
351400200,2024-12-30,170000,3,1,1276,1925,19124,1,4,4,390,2713528.6335564,265448.20196714,96
532235100,2024-12-27,270000,3,1,1170,1950,19111,1,4,4,310,2716369.85228339,272942.91598029,24
131422400,2024-12-27,100000,2,1,1350,1930,19140,1,4,4,205,2692750.43364306,257905.90635622,45
481244800,2024-12-18,115000,2,1,664,1920,19145,1,4,4,39,2690463.42017248,226470.24153738,84
232150600,2024-12-24,85000,3,1,984,1930,19124,1,4,4,299,2716956.56141181,258782.93445779,62
321191400,2024-12-20,110000,5,2,1144,1925,19121,1,4,2,153,2693488.60670739,248482.03904913,313
622154700,2024-12-27,250000,3,2,1112,1940,19124,1,4,2,300,2718258.83505398,261845.57531413,62
888211618,2024-01-02,170000,1,1,699,2004,19128,1,3,3,214,2676416.23074722,263519.79276621,34
612018300,2024-12-27,265000,3,1,1440,1925,19120,1,4,2,273,2704134.93121523,266782.10054605,97
441116200,2024-12-24,42100,3,1,1404,1925,19139,1,5,4,93,2676561.90696506,239125.44883847,149
611258000,2024-12-19,160000,3,1,1224,1940,19120,1,4,4,273,2704552.61115414,269809.75689229,72
552056800,2024-11-25,210000,3,1,1226,1950,19135,1,4,4,320,2722561.83924323,263722.95180872,87
212267800,2024-12-15,266000,3,1,1064,1955,19128,1,4,4,213,2676595.94593897,265785.09040096,26
392197500,2024-12-27,249000,3,1,1440,1920,19148,1,4,4,42,2696212.34535439,223866.85238722,98
212170800,2024-12-12,370000,3,2,1216,1940,19128,1,4,2,210,2679217.9817054,262003.99067971,29
91024100,2024-12-26,568000,4,2,2040,1954,19119,1,4,3,256,2685802.41965199,277409.42049871,9
81185930,2024-12-23,2425000,4,4,5200,2007,19146,1,4,3,12,2689834.36335973,233851.60899247,309
332288000,2024-12-27,165000,2,2,684,1925,19124,1,4,4,191,2709249.96626073,257738.00380488,47
551436500,2024-12-16,250000,3,1,1472,1945,19149,1,4,4,315,2725343.77757698,267984.7900698,70
451083700,2024-12-20,250000,3,1,1208,1925,19134,1,4,4,379,2712822.41876148,250209.04051638,27
888001236,2024-12-20,320000,2,2,1740,2022,19122,1,1,1,145,2697365.93130182,243927.88608396,71
363199000,2024-12-16,320000,3,1,1320,1925,19146,1,3,3,31,2690324.74787764,229203.6766873,70
273109800,2024-12-23,260000,3,1,1336,1940,19143,1,3,2,74,2678617.41105615,231116.4110508,107
531027200,2024-12-19,228900,3,1,1096,1965,19111,1,4,4,311,2716037.39002182,267956.55817088,74
422139700,2024-12-05,180000,3,2,1200,1935,19120,1,4,4,286,2703734.35885364,263476.54580547,79
21206300,2024-11-27,535000,3,1,1778,1915,19147,1,3,3,23,2693510.62864497,230200.0172143,90
662015400,2024-12-27,355000,3,2,1380,1963,19154,1,4,4,361,2742253.88417664,289508.37595955,22
365036600,2024-12-10,575000,5,3,2202,1925,19146,1,4,4,22,2692298.85022865,230321.38573797,113
888055168,2024-12-23,445000,2,2,1074,1990,19147,1,4,4,11,2694389.67970839,232824.44339588,86
11093000,2024-12-20,150000,2,1,1064,1920,19148,1,5,4,27,2698275.33269823,226991.32612513,64
123164500,2024-12-26,152000,4,1,1734,1900,19144,1,4,4,242,2691571.59348106,263828.96832897,71
621434900,2024-12-27,220000,3,2,1230,1945,19124,1,4,2,302,2716056.24989223,263672.80755205,85
213328100,2024-12-18,380000,3,1,1216,1955,19128,1,4,3,217,2676351.90180765,267277.43026406,11
393375300,2024-12-18,115000,3,1,1024,1940,19148,1,4,4,41,2694499.89733572,223946.41456404,116
313006800,2024-12-30,395000,4,1,1590,1875,19125,1,4,3,160,2703653.73959231,245200.72441755,49
381009400,2024-12-11,208000,3,1,1152,1940,19132,1,4,4,171,2691319.2960854,254528.16147129,158
343027600,2024-12-26,180000,3,1,1096,1925,19151,1,4,3,100,2669438.84706423,242087.7552498,73
552267000,2024-12-27,271500,3,1,1376,1940,19135,1,4,4,326,2725883.54355781,266441.81349696,101
542056500,2024-12-23,240000,3,1,1224,1950,19149,1,4,4,314,2721320.4506499,268908.70292014,37
251456800,2024-12-19,205000,3,1,1226,1920,19134,1,3,3,179,2707690.04713649,248599.52536272001,88
62133400,2024-12-16,87500,3,1,1002,1925,19104,1,4,4,107,2680010.24947782,242388.17098755,138
591127730,2024-12-27,102500,3,1,1216,1950,19144,1,4,4,246,2690627.04418907,269160.71127439,44
492117000,2024-12-13,185000,3,2,990,1935,19120,1,4,3,285,2700758.4799629,264909.37856972,51
622417700,2024-12-23,155000,2,1,810,1945,19124,1,4,4,298,2719178.67212506,260014.64918597,79
641150500,2024-12-12,295000,6,3,1416,1925,19149,1,4,3,332,2725368.71748772,269128.62439629,63
84110525,2024-12-18,845000,4,3,2760,2009,19130,1,3,3,133,2693439.21146497,241309.06651847,81
213275800,2024-12-31,335000,3,1,1144,1960,19128,1,4,4,212,2678621.44976197,266276.59433922,22
622349800,2024-12-27,215000,3,1,1186,1942,19124,1,4,4,298,2719572.55158664,261724.00173838,85
61221700,2024-12-27,343000,5,2,1656,1915,19104,1,4,4,92,2681688.70051722,238464.79727264,73
312000125,2024-12-18,592443,3,2,2115,2021,19125,1,1,1,378,2706144.81531881,243767.12754722,13
312000002,2024-12-18,1403580,4,3,3843,2021,19125,1,1,1,378,2705982.81957981,242849.77373888,6
405100504,2024-12-23,315000,3,1,1440,1925,19153,1,4,3,54,2669296.62654814,214158.26944222,29
501229200,2024-12-29,320000,3,2,1170,1950,19150,1,4,2,259,2689372.47616014,282782.94452855,81
351185500,2024-12-20,187000,3,1,946,1940,19124,1,4,3,390,2713050.9317559,266084.27451389,136
212522850,2024-12-19,369900,3,2,1632,1988,19128,1,4,4,220,2670630.7606909,277347.03151588,14
571219000,2024-12-20,335000,3,1,1107,1958,19152,1,4,3,347,2728752.31045806,279523.57703155,41
151139100,2024-12-11,539000,3,1,1200,1934,19130,1,4,3,135,2690696.96268439,243027.93775263,79
561055100,2024-12-18,287000,3,1,1450,1953,19111,1,4,4,338,2716893.17636798,276784.32693264,33
631049400,2024-12-26,330000,3,1,2000,1953,19111,1,4,4,341,2715462.8186644,282750.89800471,17
